City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Longyearbyen,SJ,78.2186,15.6401,17.6,86,75,8.05,broken clouds
350,Muros,ES,42.7762,-9.0603,57.99,76,36,3.06,scattered clouds
351,Balkhash,KZ,46.844,74.9804,8.92,89,45,11.18,scattered clouds
352,Mehamn,NO,71.0357,27.8492,36.63,81,100,17.47,overcast clouds
353,Wanning,CN,18.8003,110.3967,67.3,81,86,7.63,overcast clouds
354,Landskrona,SE,55.8708,12.8302,27.0,88,0,10.16,clear sky
355,Kuala Terengganu,MY,5.3302,103.1408,78.8,78,40,5.75,scattered clouds
356,Ruhengeri,RW,-1.4998,29.635,62.17,82,81,1.88,light rain
357,Grand-Santi,GF,4.25,-54.3833,83.86,69,44,5.84,scattered clouds
358,Mayakonda,IN,14.2833,76.0833,77.05,42,36,13.15,scattered clouds
359,Cherskiy,RU,68.75,161.3,-20.74,87,100,4.41,overcast clouds
360,Paraiso,CR,9.8383,-83.8656,69.8,68,40,12.66,scattered clouds
361,Ambad,IN,19.6167,75.8,75.2,64,20,4.09,haze
362,Arraial Do Cabo,BR,-22.9661,-42.0278,87.8,58,40,20.71,scattered clouds
363,Tawang,IN,27.5833,91.8667,37.74,78,91,0.69,overcast clouds
364,San Carlos De Bariloche,AR,-41.1456,-71.3082,73.99,36,20,13.8,few clouds
365,Camacha,PT,33.0833,-16.3333,62.6,72,40,10.36,scattered clouds
366,Onega,RU,63.9061,38.1404,-2.96,93,91,2.37,overcast clouds
367,Kiama,AU,-34.6833,150.8667,61.0,59,0,1.99,clear sky
368,Tshikapa,CD,-6.4167,20.8,82.06,68,1,3.36,clear sky
369,Berberati,CF,4.2612,15.7922,93.81,20,100,5.1,overcast clouds
370,Mokolo,CM,10.7398,13.8019,85.86,14,0,6.6,clear sky
371,Mount Gambier,AU,-37.8333,140.7667,50.0,93,90,2.3,overcast clouds
372,Rundu,NA,-17.9333,19.7667,78.93,59,95,7.2,overcast clouds
373,Verkhoyansk,RU,67.5447,133.385,-39.44,77,90,0.25,overcast clouds
374,Kaspiyskiy,RU,45.3929,47.3707,31.51,94,0,7.18,clear sky
375,Lenger,KZ,42.183,69.8839,41.0,81,40,6.71,mist
376,Antalaha,MG,-14.9003,50.2788,79.27,80,2,4.41,clear sky
377,Garissa,KE,-0.4536,39.6401,90.16,38,57,3.36,broken clouds
378,Hurghada,EG,27.2574,33.8129,69.8,32,0,4.61,clear sky
379,Marsa Matruh,EG,31.3525,27.2453,66.2,45,75,16.11,broken clouds
380,Nikolayevsk-Na-Amure,RU,53.1406,140.73,-21.24,82,0,3.11,clear sky
381,Coihueco,CL,-36.6167,-71.8333,73.4,33,0,17.27,clear sky
382,Carutapera,BR,-1.195,-46.02,88.27,55,71,8.81,broken clouds
383,South Valley,US,35.0101,-106.6781,42.01,32,75,4.61,broken clouds
384,Spittal,GB,51.8689,-4.9425,48.2,81,20,13.8,few clouds
385,Vestmanna,FO,62.1564,-7.1664,44.6,100,90,4.61,light rain
386,Matay,EG,28.419,30.7792,58.37,43,0,7.74,clear sky
387,Ahuimanu,US,21.4447,-157.8378,73.4,83,90,7.74,light rain
388,Taitung,TW,22.7583,121.1444,64.58,72,93,17.72,overcast clouds
389,Biltine,TD,14.5333,20.9167,80.4,15,18,5.14,few clouds
390,Peniche,PT,39.3558,-9.3811,55.99,72,0,8.01,clear sky
391,Ono,JP,34.85,134.9333,30.99,100,99,3.29,overcast clouds
392,Kuybysheve,UA,47.358,36.6491,15.91,93,34,3.27,scattered clouds
393,Lambarene,GA,-0.7001,10.2406,91.4,62,40,3.83,moderate rain
394,Cooma,AU,-36.2333,149.1333,46.4,71,0,9.22,clear sky
395,Linhares,BR,-19.3911,-40.0722,85.53,54,99,9.51,overcast clouds
396,Reyes,BO,-14.3167,-67.3833,82.4,83,90,11.5,overcast clouds
397,The Valley,AI,18.217,-63.0578,82.4,61,20,16.11,few clouds
398,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,99.43,38,19,4.09,few clouds
399,Burnie,AU,-41.0667,145.9167,48.99,73,78,3.0,broken clouds
400,Tongzi,CN,28.7829,105.0877,42.82,90,100,13.65,light rain
401,Havre-Saint-Pierre,CA,50.2334,-63.5986,28.4,86,90,9.22,overcast clouds
402,Tyup,KG,42.7276,78.3648,25.79,72,0,2.77,clear sky
403,Labuan,MY,5.2767,115.2417,71.6,94,40,2.3,heavy intensity rain
404,Alyangula,AU,-13.8483,136.4192,78.8,100,100,3.44,overcast clouds
405,Nyurba,RU,63.2842,118.3319,-43.67,79,98,5.23,overcast clouds
406,Ketchikan,US,55.3422,-131.6461,42.8,100,90,25.32,heavy intensity rain
407,Sola,VU,-13.8833,167.55,82.0,71,100,3.13,overcast clouds
408,Seddon,AU,-37.8068,144.8916,59.0,82,40,11.5,scattered clouds
409,Kismayo,SO,-0.3582,42.5454,78.24,81,0,15.21,clear sky
410,Olinda,BR,-8.0089,-34.8553,82.4,54,20,11.5,few clouds
411,Broome,US,42.2506,-75.833,34.0,93,90,11.5,snow
412,Ikare,NG,7.4913,5.2322,95.54,17,27,1.88,scattered clouds
413,Severodvinsk,RU,64.5635,39.8302,-2.2,84,90,2.24,light snow
414,Palmer,US,42.1584,-72.3287,42.01,100,90,9.22,mist
415,Seymchan,RU,62.8833,152.4333,-41.39,79,28,0.89,scattered clouds
416,Shingu,JP,33.7333,135.9833,44.71,70,100,6.96,overcast clouds
417,Samarai,PG,-10.6167,150.6667,83.52,79,100,14.85,overcast clouds
418,Fortuna,US,40.5982,-124.1573,48.0,100,90,5.75,overcast clouds
419,Lorengau,PG,-2.0226,147.2712,82.58,78,100,12.35,overcast clouds
420,Baykalsk,RU,51.5058,104.1469,10.4,90,100,7.23,overcast clouds
421,Estelle,US,29.8458,-90.1067,48.99,43,1,9.22,clear sky
422,Cartagena,CO,10.3997,-75.5144,86.0,70,0,9.22,clear sky
423,Iberia,US,29.9502,-91.7507,48.2,43,1,11.5,clear sky
424,Roura,GF,4.7263,-52.3274,84.2,65,75,13.8,light rain
425,Khandyga,RU,62.6667,135.6,-42.11,80,97,1.41,overcast clouds
426,Mingaora,PK,34.7758,72.3625,52.57,34,0,7.25,clear sky
427,Tarbert,GB,55.8628,-5.4162,44.6,81,20,24.16,few clouds
428,Ilulissat,GL,69.2167,-51.1,10.4,52,1,3.44,clear sky
429,Bandarbeyla,SO,9.4942,50.8122,75.63,72,15,14.2,few clouds
430,Bayan,CN,46.0833,127.4,-12.62,89,82,7.23,broken clouds
431,Manuk Mangkaw,PH,4.8,119.85,82.04,79,100,12.64,overcast clouds
432,San Policarpo,PH,12.1791,125.5072,80.1,84,93,5.61,overcast clouds
433,Sao Joao Da Barra,BR,-21.6403,-41.0511,87.8,51,20,23.02,few clouds
434,Khachrod,IN,23.4167,75.2833,67.32,49,0,7.29,clear sky
435,Kulhudhuffushi,MV,6.6221,73.07,81.5,73,96,9.55,overcast clouds
436,Viedma,AR,-40.8135,-62.9967,60.78,71,87,21.5,overcast clouds
437,Zhezkazgan,KZ,47.8043,67.7144,10.38,94,68,4.5,broken clouds
438,Meitingen,DE,48.55,10.85,30.2,64,90,12.66,overcast clouds
439,Lavrentiya,RU,65.5833,-171.0,-5.4,87,100,8.3,overcast clouds
440,Ilebo,CD,-4.3167,20.5833,84.92,58,92,2.15,overcast clouds
441,Tiarei,PF,-17.5333,-149.3333,78.8,73,75,2.3,broken clouds
442,Humaita,BR,-7.5061,-63.0208,86.27,69,81,3.04,moderate rain
443,Marsh Harbour,BS,26.5412,-77.0636,68.88,71,98,21.63,overcast clouds
444,Mangrol,IN,21.1167,70.1167,71.49,60,0,11.34,clear sky
445,Whitehorse,CA,60.7161,-135.0538,23.0,86,20,16.11,few clouds
446,Lagoa,PT,39.05,-27.9833,59.99,81,100,8.5,overcast clouds
447,Baishishan,CN,43.5833,127.5667,-6.93,89,93,5.46,overcast clouds
448,Jacmel,HT,18.2342,-72.5347,87.8,48,20,12.66,few clouds
449,Popondetta,PG,-8.7537,148.2534,74.88,91,100,2.48,overcast clouds
450,Moreira Sales,BR,-24.0622,-53.0069,81.21,75,99,11.3,heavy intensity rain
451,Shitanjing,CN,39.2342,106.3439,11.64,68,0,13.6,clear sky
452,Sabla,NG,12.7525,4.7077,92.37,10,61,11.9,broken clouds
453,Dubti,ET,11.7361,41.0853,80.22,32,0,5.14,clear sky
454,Lashio,MM,22.9333,97.75,53.65,78,37,1.59,scattered clouds
455,Westport,US,41.1415,-73.3579,44.6,87,90,9.22,overcast clouds
456,Hofn,IS,64.2539,-15.2082,40.96,75,100,29.35,heavy intensity rain
457,Gemena,CD,3.25,19.7667,87.85,39,95,2.01,overcast clouds
458,Maningrida,AU,-12.0667,134.2667,80.55,78,25,4.92,light rain
459,Kikwit,CD,-5.041,18.8162,83.23,65,69,2.75,broken clouds
460,Pueblo,US,38.2545,-104.6091,37.0,55,75,3.44,broken clouds
461,Oktyabrskoye,RU,43.0645,44.7417,33.8,86,90,13.42,overcast clouds
462,Hadejia,NG,12.4498,10.0444,87.82,11,83,5.3,broken clouds
463,Barra Patuca,HN,15.8,-84.2833,79.45,79,98,5.79,light rain
464,Tucupita,VE,9.0622,-62.051,84.51,59,100,5.35,overcast clouds
465,Shirokiy,RU,49.758,129.523,-19.5,88,87,4.21,overcast clouds
466,Ojinaga,MX,29.5667,-104.4167,46.4,34,1,3.44,clear sky
467,Wanlaweyn,SO,2.6185,44.8938,80.6,57,1,19.39,clear sky
468,Yerbogachen,RU,61.2767,108.0108,-47.79,76,56,2.71,broken clouds
469,Saint-Francois,FR,46.4154,3.9054,33.8,80,75,4.61,light snow
470,Vilcun,CL,-38.65,-72.2333,66.2,55,40,11.5,scattered clouds
471,Thinadhoo,MV,0.5333,72.9333,81.66,73,88,9.89,overcast clouds
472,Thunder Bay,CA,48.4001,-89.3168,24.8,80,90,8.05,overcast clouds
473,Dahanu,IN,19.9667,72.7333,73.36,64,0,2.21,clear sky
474,Indapur,IN,18.3,73.25,74.7,57,0,1.72,clear sky
475,Nanortalik,GL,60.1432,-45.2371,24.28,95,82,7.23,broken clouds
476,Plettenberg Bay,ZA,-34.0527,23.3716,70.57,69,7,13.09,clear sky
477,Leova,MD,46.4786,28.2553,21.6,80,19,10.16,few clouds
478,Vostok,RU,46.4856,135.8833,-16.02,89,95,3.96,overcast clouds
479,Kortkeros,RU,61.8106,51.5806,-2.2,84,0,11.18,clear sky
480,Elat,IL,29.5581,34.9482,69.8,37,40,7.0,scattered clouds
481,Salamiyah,SY,35.0113,37.0532,52.75,77,62,10.69,broken clouds
482,Miajadas,ES,39.1513,-5.9084,57.99,47,0,1.99,clear sky
483,Abu Kamal,SY,34.4506,40.9171,61.21,40,99,12.62,overcast clouds
484,Chapais,CA,49.7834,-74.8492,24.8,86,90,9.22,overcast clouds
485,Dhidhdhoo,MV,6.8833,73.1,81.73,73,85,10.29,overcast clouds
486,Ubinskoye,RU,55.3068,79.6802,8.87,92,97,13.62,overcast clouds
487,Urucui,BR,-7.2294,-44.5561,86.59,62,56,8.46,light rain
488,Rupert,US,42.6191,-113.6772,30.2,86,1,5.75,clear sky
489,Yining,CN,29.0361,114.5636,40.42,66,92,5.3,overcast clouds
490,Flinders,AU,-34.5833,150.8552,61.0,73,0,1.01,clear sky
491,San Andres,CO,12.5847,-81.7006,78.8,78,75,18.41,light rain
492,Oyama,JP,36.3,139.8,48.99,56,75,6.91,broken clouds
493,Dingle,PH,10.9995,122.6711,74.95,90,100,11.48,moderate rain
494,Road Town,VG,18.4167,-64.6167,84.2,61,20,6.91,few clouds
495,Hailar,CN,49.2,119.7,-10.61,88,88,8.93,overcast clouds
496,Coquimbo,CL,-29.9533,-71.3436,64.4,72,0,14.97,clear sky
497,Wolfsberg,AT,46.8406,14.8442,26.6,59,40,13.8,scattered clouds
498,Villazon,BO,-22.0866,-65.5942,66.97,39,85,6.17,overcast clouds
499,Karaton,ID,-6.3424,106.1045,82.99,78,40,6.91,scattered clouds
500,Zhiryatino,RU,53.2228,33.7306,5.0,78,75,8.95,light snow
501,Para De Minas,BR,-19.8603,-44.6083,78.8,61,75,10.36,light rain
502,Namibe,AO,-15.1961,12.1522,82.4,51,0,11.5,clear sky
503,Pangnirtung,CA,66.1451,-65.7125,17.6,73,90,10.36,snow
504,Merauke,ID,-8.4667,140.3333,79.77,85,100,7.83,overcast clouds
505,Doba,TD,8.65,16.85,95.22,13,38,0.74,scattered clouds
506,Horsham,GB,51.064,-0.3272,46.99,93,40,2.3,scattered clouds
507,Ambon,ID,-3.6954,128.1814,77.0,15,100,7.76,moderate rain
508,Mount Isa,AU,-20.7333,139.5,86.0,12,0,17.27,clear sky
509,Dolgorukovo,RU,52.3195,38.3453,5.2,94,100,15.7,overcast clouds
510,Cockburn Town,TC,21.4612,-71.1419,78.69,81,100,12.35,overcast clouds
511,Umm Lajj,SA,25.0213,37.2685,71.08,50,0,7.56,clear sky
512,Bartica,GY,6.4,-58.6167,86.0,66,75,18.41,broken clouds
513,Lithakia,GR,37.7167,20.8333,50.0,71,40,11.5,scattered clouds
514,Berlevag,NO,70.8578,29.0864,35.98,84,100,16.82,overcast clouds
515,Chaman,PK,30.9236,66.4512,47.98,42,0,1.23,clear sky
516,Haines Junction,CA,60.7522,-137.5108,14.0,92,71,3.44,broken clouds
517,Mecca,SA,21.4267,39.8261,73.63,62,0,11.79,clear sky
518,Uruzgan,AF,32.8333,66.0,43.07,51,71,4.23,broken clouds
519,Okato,NZ,-39.2,173.8833,60.01,87,80,3.0,broken clouds
520,Northam,GB,51.0333,-4.2167,48.0,90,81,13.0,broken clouds
521,Houma,US,29.5958,-90.7195,66.2,20,1,12.66,clear sky
522,Milas,TR,37.3164,27.7839,50.0,93,75,4.61,light rain
523,Carupano,VE,10.6678,-63.2585,80.8,65,99,7.14,overcast clouds
524,Aksu,CN,41.1231,80.2644,16.12,84,0,0.54,clear sky
525,Qaqortoq,GL,60.7167,-46.0333,23.0,74,75,5.75,broken clouds
526,Amahai,ID,-3.3333,128.9167,80.01,91,100,3.0,light rain
527,Horodenka,UA,48.6727,25.5016,15.8,73,75,5.14,broken clouds
528,Moose Factory,CA,51.2585,-80.6094,17.6,86,90,9.22,light snow
529,Lewiston,US,44.1003,-70.2148,37.4,93,90,13.8,heavy intensity rain
530,Saint Anthony,US,45.0205,-93.218,30.2,80,90,12.66,overcast clouds
531,Trinidad,BO,-14.8333,-64.9,82.4,83,75,13.8,light rain
532,Alugan,PH,12.2188,125.4808,79.57,85,96,5.39,overcast clouds
533,Huaiyin,CN,33.5886,119.0192,29.7,84,99,1.39,overcast clouds
534,Mentana,IT,42.0349,12.6424,50.0,32,0,10.36,clear sky
535,Honiara,SB,-9.4333,159.95,77.22,80,100,2.26,overcast clouds
536,Big Spring,US,32.2504,-101.4787,42.01,56,1,3.44,clear sky
537,Kununurra,AU,-15.7667,128.7333,82.4,83,75,10.36,broken clouds
538,Iralaya,HN,15.0,-83.2333,80.44,76,16,8.1,light rain
539,Kapuskasing,CA,49.4169,-82.4331,24.8,93,100,9.22,overcast clouds
540,Pietarsaari,FI,63.65,22.6833,26.6,93,75,3.44,broken clouds
541,Safaga,EG,26.7292,33.9365,69.8,32,0,4.61,clear sky
542,Salalah,OM,17.0151,54.0924,75.2,69,0,2.3,clear sky
543,Tamiahua,MX,21.2667,-97.45,62.02,67,65,10.11,broken clouds
544,Altay,CN,47.8667,88.1167,9.84,58,4,1.77,clear sky
545,Turayf,SA,31.6725,38.6637,55.4,58,0,4.61,clear sky
546,Shangqiu,CN,34.45,115.65,37.99,45,100,0.69,overcast clouds
547,At-Bashi,KG,41.1702,75.8106,16.14,68,0,8.12,clear sky
548,Portland,US,45.5234,-122.6762,43.0,81,90,6.91,overcast clouds
549,Henties Bay,NA,-22.116,14.2845,67.87,76,3,14.9,clear sky
550,Kelvington,CA,52.1667,-103.5343,23.0,68,0,12.66,clear sky
551,Sayyan,YE,15.1718,44.3244,53.33,43,0,2.01,clear sky
552,Khor,RU,47.8861,134.9464,-13.09,89,25,4.56,scattered clouds
553,Christchurch,NZ,-43.5333,172.6333,62.01,94,75,8.05,broken clouds
554,Axim,GH,4.8699,-2.2405,83.61,68,84,7.34,light rain
555,Mayo,US,38.8876,-76.5119,43.0,70,1,6.91,clear sky
556,Gebre Guracha,ET,9.8,38.4,64.0,32,51,0.65,broken clouds
557,Honolulu,US,21.3069,-157.8583,73.4,73,20,5.75,light rain
558,North Bend,US,43.4065,-124.2243,51.01,93,90,4.61,overcast clouds
559,Hun,LY,29.1268,15.9477,58.84,35,0,7.27,clear sky
560,Xichang,CN,27.8964,102.2634,46.0,72,100,6.15,light rain
561,Kushima,JP,31.4583,131.2333,50.0,34,75,16.11,volcanic ash
562,Sosnovo-Ozerskoye,RU,52.5249,111.5418,-17.57,85,32,8.88,scattered clouds
563,Rodrigues Alves,BR,-7.738,-72.6509,84.2,79,75,3.44,moderate rain
564,Green River,US,41.5286,-109.4662,26.6,74,1,24.16,clear sky
565,Aksum,ET,14.1245,38.7244,62.62,34,6,8.43,clear sky
566,Shima,CN,24.4478,117.8111,55.4,41,0,20.13,clear sky
567,Faya,SA,18.3851,42.4509,62.6,88,0,6.91,clear sky
568,Hawkesbury,CA,45.6001,-74.616,32.0,93,90,12.66,snow
569,Ningbo,CN,29.8782,121.5495,41.0,65,40,8.95,light rain
570,Sao Felix Do Xingu,BR,-6.6447,-51.995,77.67,94,81,3.94,moderate rain
571,Salinas,US,36.6777,-121.6555,53.6,71,1,6.91,clear sky
572,Hami,CN,42.8,93.45,14.16,73,0,1.45,clear sky
573,Zhuhai,CN,22.2769,113.5678,64.99,72,20,17.27,few clouds
574,Hervey Bay,AU,-25.2986,152.8535,75.99,89,15,1.01,few clouds
575,Sakaiminato,JP,35.55,133.2333,39.2,93,75,11.5,broken clouds
576,Majene,ID,-3.5403,118.9707,78.03,80,100,5.7,moderate rain
577,Marystown,CA,47.1666,-55.1483,32.81,89,0,19.62,clear sky
578,Cairns,AU,-16.9167,145.7667,78.8,89,40,9.22,scattered clouds
579,Bongandanga,CD,1.5,21.05,78.6,71,97,4.79,overcast clouds
580,Maua,BR,-23.6678,-46.4614,82.4,47,75,10.36,broken clouds
581,Glens Falls,US,43.3095,-73.644,37.0,93,90,9.22,light rain
582,Buraydah,SA,26.326,43.975,68.0,64,40,5.75,scattered clouds
583,Gomel,BY,52.4345,30.9754,0.0,71,0,8.95,clear sky
584,Madimba,TZ,-10.4,40.3333,82.4,83,40,17.27,scattered clouds
585,La Roche-Sur-Yon,FR,46.6667,-1.4333,48.2,100,90,11.5,light intensity drizzle
586,Port Hedland,AU,-20.3167,118.5667,87.8,79,62,11.5,light rain
587,Te Anau,NZ,-45.4167,167.7167,53.62,90,100,3.62,overcast clouds
588,Tura,IN,25.5198,90.2201,57.45,53,13,3.02,few clouds
589,Khorramshahr,IR,30.4397,48.1664,66.2,63,0,4.61,clear sky
590,Manado,ID,1.487,124.8455,75.2,94,40,3.44,light rain
591,El Alto,PE,-4.2714,-81.2147,77.0,69,75,13.8,broken clouds
592,Uthal,PK,25.8072,66.6219,62.74,30,0,4.56,clear sky
593,Adrar,MR,20.5022,-10.0711,72.1,14,97,18.61,overcast clouds
594,Khani,GE,41.9563,42.9566,44.6,81,90,21.85,overcast clouds
595,Bud,US,39.447,-86.1758,32.0,94,86,10.07,overcast clouds
596,Sorland,NO,67.667,12.6934,33.8,93,75,1.14,moderate rain
597,Abu Dhabi,AE,24.4667,54.3667,68.0,68,0,3.44,clear sky
598,Vagur,FO,61.4732,-6.8119,45.41,89,69,13.18,light rain
599,Belyy Yar,RU,53.6039,91.3903,3.2,72,100,1.21,smoke
600,Toppenish,US,46.3774,-120.3087,30.2,100,1,1.41,clear sky
601,Aqtobe,KZ,50.2797,57.2072,15.8,92,75,8.95,broken clouds
602,Vilyuysk,RU,63.7553,121.6247,-39.44,81,100,5.39,overcast clouds
603,Pucallpa,PE,-8.3791,-74.5539,82.4,74,75,5.75,light rain
604,Livani,LV,56.3543,26.1758,1.31,93,93,4.25,overcast clouds
605,Kirillov,RU,59.863,38.3813,-7.6,77,0,8.95,clear sky
606,Erenhot,CN,43.6475,111.9767,-0.08,86,73,12.5,broken clouds
607,Flin Flon,CA,54.7682,-101.865,12.2,85,75,5.75,broken clouds
608,Solano,US,38.2333,-121.9511,48.2,100,1,1.99,clear sky
609,Marawi,PH,7.9986,124.2928,75.0,95,100,4.0,light rain
610,Santa Maria,BR,-29.6842,-53.8069,90.45,54,75,6.8,moderate rain
611,Jyvaskyla,FI,62.2415,25.7209,3.2,92,90,1.14,overcast clouds
612,Mildura,AU,-34.2,142.15,60.8,63,0,9.22,clear sky
613,Plainview,US,40.7765,-73.4673,46.0,87,90,11.5,overcast clouds
614,Clearlake,US,38.9582,-122.6264,55.0,79,5,4.0,clear sky
615,Langarud,IR,37.197,50.1535,53.6,94,90,9.22,mist
616,Bosanska Dubica,BA,45.1767,16.8094,30.2,69,40,5.75,scattered clouds
617,Nuuk,GL,64.1835,-51.7216,23.0,68,20,1.14,few clouds
618,Teluknaga,ID,-6.0989,106.6381,82.0,78,40,6.91,moderate rain
619,Birnin Kebbi,NG,12.4539,4.1975,93.13,10,42,11.5,scattered clouds
620,Erzin,TR,36.9559,36.2,51.8,100,75,8.05,broken clouds
621,Port-Gentil,GA,-0.7193,8.7815,86.0,74,40,11.5,scattered clouds
622,Victor Harbor,AU,-35.5667,138.6167,60.01,97,35,1.01,scattered clouds
623,Tarata,BO,-17.6167,-66.0167,68.0,68,75,3.44,light rain
624,Indianola,US,41.3581,-93.5574,27.0,86,90,13.8,overcast clouds
625,Svetlogorsk,BY,52.6333,29.7333,-0.98,92,81,3.36,broken clouds
626,Saint-Joseph,RE,-21.3667,55.6167,82.4,83,0,4.61,clear sky
627,Baza,ES,37.4907,-2.7726,52.0,37,0,4.36,clear sky
628,Louis Trichardt,ZA,-23.0439,29.9032,77.65,74,100,0.56,overcast clouds
629,Maridi,SS,4.9158,29.4742,86.22,19,11,4.45,few clouds
630,Batesville,US,35.7698,-91.641,39.99,65,75,9.22,broken clouds
631,High Level,CA,58.5169,-117.136,28.4,80,90,9.22,overcast clouds
632,Puerto Gaitan,CO,4.3133,-72.0816,89.56,43,33,17.29,scattered clouds
633,Motozintla,MX,15.3667,-92.2333,84.2,74,40,4.54,scattered clouds
634,Zenzeli,RU,45.9241,47.0474,32.61,90,0,6.98,clear sky
635,Turochak,RU,52.2576,87.1224,12.27,91,93,2.86,overcast clouds
636,Pundaguitan,PH,6.3711,126.1689,79.54,84,100,6.49,moderate rain
637,Shenjiamen,CN,29.9576,122.298,41.81,70,0,22.55,clear sky
638,Hailun,CN,47.45,126.9333,-10.98,90,96,8.01,light snow
639,Kudahuvadhoo,MV,2.6708,72.8944,81.86,71,50,8.66,scattered clouds
640,Mandera,KE,3.9366,41.867,90.91,22,0,8.32,clear sky
641,Along,IN,28.1667,94.7667,54.52,80,5,1.79,clear sky
642,Bubaque,GW,11.2833,-15.8333,78.08,52,52,8.23,broken clouds
643,Yeniseysk,RU,58.4497,92.1703,5.61,94,100,7.23,snow
644,Okha,RU,53.5739,142.9478,-18.31,88,43,9.8,scattered clouds
645,Paita,PE,-5.0892,-81.1144,77.0,69,75,13.8,broken clouds
646,Hanzhong,CN,33.0728,107.0303,35.22,67,92,2.59,overcast clouds
647,Upata,VE,8.0086,-62.3989,82.99,73,6,7.0,clear sky
648,Joanopolis,BR,-22.9303,-46.2756,84.2,51,75,6.91,broken clouds
649,Aktanysh,RU,55.7216,54.0829,11.35,93,78,13.31,broken clouds
650,Qandala,SO,11.472,49.8728,74.68,69,13,3.8,few clouds
651,Natchez,US,31.5604,-91.4032,42.8,49,1,5.75,clear sky
652,Nador,MA,35.174,-2.9287,60.8,63,20,5.75,few clouds
653,Kanata,CA,45.3159,-75.8985,34.0,93,90,12.66,light snow
654,Ende,ID,-8.8432,121.6623,78.94,83,100,5.53,moderate rain
655,Almeirim,BR,-1.5233,-52.5817,91.33,41,85,6.42,overcast clouds
656,Vangaindrano,MG,-23.35,47.6,81.14,85,76,10.29,broken clouds
657,Matagalpa,NI,12.9256,-85.9175,68.0,83,40,11.5,scattered clouds
658,Las Vegas,US,36.175,-115.1372,57.99,24,1,5.35,clear sky
659,Bantry,IE,51.6833,-9.45,46.4,61,20,11.5,few clouds
660,Si Racha,TH,13.1737,100.9311,82.0,72,0,8.28,clear sky
661,Sinnamary,GF,5.3833,-52.95,81.36,73,97,13.22,overcast clouds
662,Ulladulla,AU,-35.35,150.4667,57.2,72,0,8.05,clear sky
663,Daokou,CN,35.5639,114.5058,29.32,77,1,5.95,clear sky
